CreditScore,Geography,Age,Balance,NumOfProducts,IsActiveMember,Exited
604,Spain,43,145081.72,1,1,No
564,Spain,35,0.0,2,1,No
637,Germany,27,135842.89,1,1,No
527,France,31,112203.25,1,0,No
687,France,34,129895.19,1,1,No
756,Germany,41,149049.92,1,1,Yes
503,Germany,42,153279.39,1,1,No
657,Spain,42,41473.33,1,0,Yes
666,France,40,0.0,2,0,No
615,Germany,39,113193.51,2,1,No
712,Germany,27,113174.21,2,0,No
764,France,24,0.0,2,0,No
471,France,42,164951.56,1,0,No
608,Spain,27,153325.1,1,1,No
682,Spain,47,134032.01,1,0,No
587,Germany,32,125445.04,2,1,No
714,Germany,35,126077.43,2,1,No
630,Spain,31,0.0,2,1,No
648,Germany,28,90371.09,1,1,No
785,France,40,0.0,2,1,No
601,Germany,47,142802.02,1,1,No
717,France,28,90537.16,1,1,No
707,France,44,0.0,2,1,No
771,France,23,156123.73,1,0,No
602,France,35,0.0,2,0,No
626,France,38,141074.59,1,0,Yes
588,Spain,59,0.0,2,1,No
616,Germany,42,117899.95,2,0,No
621,Spain,33,0.0,2,1,No
674,France,26,166257.96,1,1,No
633,Spain,46,0.0,2,0,No
698,Germany,64,169362.43,1,0,Yes
508,France,26,205962.0,1,0,No
736,France,24,0.0,2,0,Yes
672,Germany,68,126061.51,2,1,No
613,France,21,105627.95,1,1,No
712,France,32,100606.02,1,0,No
624,France,38,0.0,2,1,No
676,France,38,0.0,2,1,No
683,Germany,32,138171.1,2,1,No
489,France,31,139395.08,1,1,No
739,France,29,0.0,2,1,No
701,France,37,0.0,2,1,No
666,Germany,50,109062.28,1,1,Yes
565,Germany,40,89994.71,2,1,No
666,France,36,0.0,2,0,No
633,France,59,103996.74,1,1,No
578,France,34,175111.11,1,1,No
812,Spain,49,66079.45,2,0,Yes
809,Germany,33,148055.74,1,0,No
615,France,36,0.0,1,1,Yes
684,Spain,31,0.0,2,0,No
544,France,40,0.0,2,0,No
713,Germany,47,95994.98,1,0,No
633,France,37,0.0,2,0,No
672,Germany,23,110741.56,1,0,No
661,France,35,0.0,1,0,No
749,Spain,28,0.0,1,0,No
635,Spain,32,0.0,2,1,Yes
850,Germany,70,96947.58,3,0,Yes
641,France,41,0.0,2,0,No
633,Germany,30,109786.82,2,1,No
413,Spain,35,0.0,2,1,No
538,France,31,0.0,2,0,No
437,France,39,102721.49,1,0,No
612,Spain,33,69478.57,1,0,Yes
516,Germany,53,156674.2,1,0,Yes
826,Spain,56,174506.1,2,1,Yes
660,Germany,23,166070.48,2,0,No
646,Germany,29,105957.44,1,0,No
767,France,36,0.0,1,0,No
640,France,40,110340.68,1,1,No
778,France,33,0.0,2,0,No
679,Germany,52,135870.01,2,0,No
549,France,31,0.0,2,1,No
598,France,47,0.0,2,1,No
655,France,45,0.0,2,0,No
494,France,30,85704.95,1,1,No
653,France,42,0.0,2,1,No
539,Germany,38,105435.74,1,0,Yes
645,France,37,0.0,2,1,No
751,Germany,34,108513.25,2,1,No
528,France,35,156687.1,1,0,No
696,Germany,31,150604.52,1,0,No
716,France,44,155114.9,1,0,No
602,France,35,0.0,2,1,No
647,Spain,64,91216.0,1,1,No
850,Germany,61,141784.02,1,1,No
590,France,32,127763.24,1,0,No
825,Spain,32,0.0,2,1,No
850,Spain,31,82613.56,2,0,No
789,France,32,69423.52,1,0,No
701,France,42,86167.82,1,0,No
713,Spain,47,0.0,1,0,Yes
570,France,30,131406.56,1,1,No
536,Germany,44,121898.82,1,0,No
771,Germany,32,77487.2,1,0,No
512,France,75,0.0,1,0,No
698,Spain,45,164450.94,1,0,Yes
656,France,33,138705.02,2,0,No
761,Spain,37,132730.17,1,0,No
709,France,30,0.0,2,1,No
597,Spain,66,0.0,1,1,No
592,France,28,116498.22,1,0,No
599,France,41,0.0,2,0,No
572,Germany,35,139979.07,1,0,No
611,Germany,43,127216.31,2,1,No
634,France,45,0.0,4,0,Yes
666,France,51,148222.65,1,0,Yes
696,France,41,0.0,2,0,No
669,France,38,0.0,2,0,No
726,Spain,30,134152.29,1,1,No
497,Germany,32,111537.23,4,1,Yes
750,Spain,39,119565.92,1,0,No
850,Spain,29,0.0,2,0,No
617,Spain,38,0.0,1,1,No
652,Germany,46,121063.8,3,0,Yes
560,Spain,27,124995.98,1,1,No
629,Spain,39,0.0,2,0,No
660,Germany,52,86891.84,1,0,No
676,France,38,0.0,2,1,No
581,Spain,43,78022.61,1,1,No
798,France,34,154495.79,1,0,No
705,France,38,189443.72,1,1,No
714,Spain,31,152926.6,1,1,No
664,France,44,142989.69,1,1,Yes
697,Germany,43,115371.94,2,0,No
609,France,37,0.0,2,1,No
548,Spain,38,178056.54,2,0,No
850,Spain,39,206014.94,2,1,Yes
656,France,41,0.0,2,0,No
727,Germany,37,101191.83,1,1,Yes
642,France,55,0.0,2,1,No
710,Spain,31,0.0,2,0,No
710,Spain,33,0.0,2,0,No
718,France,37,0.0,2,1,No
586,Germany,32,149814.54,1,0,No
617,Spain,36,115617.24,1,1,No
630,France,28,0.0,2,0,No
791,Germany,42,113657.41,2,1,Yes
673,Spain,39,138160.0,1,1,No
477,Germany,36,117700.86,1,0,No
662,France,37,0.0,2,0,No
850,Germany,37,122506.38,1,1,Yes
635,France,58,0.0,1,1,Yes
537,France,59,0.0,2,0,Yes
579,France,39,166501.17,2,0,No
651,Spain,46,89743.05,1,0,Yes
610,France,25,0.0,2,0,No
581,France,30,0.0,2,0,No
592,France,39,0.0,2,0,No
688,Spain,35,0.0,1,0,Yes
681,France,18,98894.39,1,1,No
658,Germany,37,168735.74,2,0,No
792,France,34,0.0,1,1,No
528,Germany,62,133201.17,1,0,Yes
624,Spain,36,0.0,2,0,No
562,Germany,31,127237.25,2,1,No
678,Germany,36,117864.85,2,0,No
705,Germany,64,153469.26,3,0,Yes
650,Germany,23,93911.3,2,0,No
593,Spain,46,76597.79,1,1,No
652,France,40,79927.36,2,1,No
554,Spain,27,0.0,2,1,No
584,Germany,32,40172.91,1,1,No
516,France,33,115195.58,1,1,No
789,Germany,43,116644.29,2,1,No
598,Germany,20,180293.84,2,1,No
669,Germany,30,139872.81,1,0,No
645,France,24,34547.82,1,1,No
659,France,32,0.0,2,1,No
833,Germany,29,96462.25,2,1,No
697,Spain,40,130334.35,2,1,No
580,Germany,39,119688.81,1,0,No
691,France,38,0.0,2,0,No
534,France,52,0.0,3,1,Yes
478,France,32,71187.24,1,1,No
572,France,47,0.0,2,0,No
501,France,37,0.0,2,0,No
624,Spain,38,0.0,2,0,No
595,France,39,136422.41,1,1,No
603,France,30,0.0,2,1,No
602,France,25,0.0,2,1,No
500,France,34,0.0,1,1,No
422,France,41,153238.88,1,0,No
615,France,35,0.0,2,0,No
635,France,78,47536.4,1,1,No
711,France,32,0.0,2,0,No
834,France,36,142882.49,1,0,Yes
633,France,44,0.0,2,0,No
650,France,31,160566.11,2,0,No
743,Germany,65,131935.51,1,1,Yes
567,France,38,127678.8,2,0,No
706,Germany,46,105214.58,1,0,Yes
638,France,46,139859.54,1,0,No
641,France,38,0.0,2,0,No
574,France,34,112324.45,2,1,No
642,Germany,30,134497.27,1,0,No
722,Spain,35,120171.58,1,0,No
623,France,23,106012.2,2,1,No
681,France,25,0.0,1,1,No
530,France,34,0.0,2,1,No
797,France,55,0.0,4,1,Yes
653,France,51,0.0,1,0,Yes
850,Germany,42,119839.69,1,1,Yes
581,Spain,34,0.0,2,1,No
589,Germany,38,92219.21,1,0,No
555,Germany,48,142055.41,2,1,No
748,France,49,29602.08,1,0,Yes
745,France,46,0.0,2,1,No
730,France,34,0.0,2,1,No
565,France,44,0.0,2,1,No
778,France,37,141803.77,1,1,No
812,France,24,0.0,2,1,No
526,France,42,0.0,1,1,No
708,France,47,126589.12,2,1,Yes
680,France,33,108393.35,1,1,No
567,Spain,43,115643.58,2,0,No
564,Spain,48,132876.23,1,0,No
709,France,24,110949.41,1,1,No
629,France,46,130666.2,1,1,Yes
510,France,45,103821.47,2,1,No
506,France,32,0.0,1,1,No
605,France,39,0.0,1,1,No
650,Spain,32,132187.73,2,1,No
850,Germany,49,98649.55,1,0,Yes
489,Germany,38,126444.08,2,1,No
659,Germany,30,154159.51,1,0,No
753,France,43,0.0,2,0,No
477,Germany,48,129250.0,2,1,No
610,Spain,45,0.0,1,0,Yes
619,France,33,167733.51,2,1,No
619,Germany,31,56116.3,2,0,No
758,France,30,141581.08,1,0,No
516,Germany,50,139675.07,2,0,No
789,France,27,66201.96,1,1,No
687,France,44,0.0,2,0,Yes
485,Germany,34,133658.24,1,0,No
446,Germany,25,136202.78,1,0,No
597,France,60,131778.08,1,0,Yes
712,Spain,74,0.0,2,0,No
522,France,34,0.0,2,1,No
805,Germany,26,42712.87,2,1,No
781,France,28,0.0,2,0,No
689,Spain,57,0.0,2,0,Yes
670,Germany,31,142631.54,2,1,No
670,France,33,141204.65,2,0,No
524,Germany,25,131402.21,1,0,No
734,Spain,39,92636.96,2,1,No
489,France,51,0.0,2,1,Yes
578,Germany,31,102088.68,4,0,Yes
622,Spain,39,0.0,2,1,No
843,France,38,134887.53,1,1,No
687,France,48,0.0,2,1,No
700,Spain,28,159900.38,1,0,No
410,Germany,50,102278.79,2,0,No
537,France,41,0.0,2,1,No
780,France,43,0.0,1,1,No
652,Spain,58,0.0,2,1,No
620,Germany,35,76989.97,1,1,No
697,France,23,0.0,2,1,No
786,France,35,0.0,2,0,No
850,Germany,39,114491.82,1,0,No
749,Germany,54,144768.94,1,0,Yes
445,France,31,145056.59,1,1,No
443,Germany,50,117206.3,1,0,Yes
637,Germany,41,138014.4,2,0,No
616,Germany,45,128352.59,3,1,Yes
756,France,23,112568.31,1,1,No
644,France,33,0.0,1,0,No
850,Germany,41,176958.46,2,1,No
703,Germany,38,99167.54,1,0,No
684,Spain,42,103210.27,1,0,No
706,Germany,48,104478.12,3,1,Yes
580,Spain,61,125921.37,1,1,No
777,Spain,35,0.0,2,1,No
676,Germany,48,80697.44,1,0,No
708,France,44,161887.81,2,0,No
809,France,24,109558.36,1,0,No
588,France,38,124271.26,1,0,No
623,France,43,0.0,2,1,No
537,Spain,42,190569.23,1,1,No
536,Spain,53,143923.96,1,0,Yes
769,France,48,96542.16,2,1,No
690,France,33,0.0,2,0,No
771,Spain,45,139825.56,1,0,Yes
497,Germany,24,111769.14,2,0,No
622,Spain,37,0.0,2,0,No
602,Spain,30,113672.18,2,0,No
543,France,32,147256.86,1,0,No
520,Spain,45,107023.03,1,0,No
669,France,37,125529.55,1,1,No
631,Spain,41,0.0,1,0,No
537,Germany,48,131834.8,1,0,Yes
732,France,62,0.0,2,1,No
844,Spain,56,99529.7,1,1,Yes
838,Spain,35,0.0,2,1,No
652,France,27,107303.72,2,0,No
660,France,33,72783.42,1,0,No
692,Spain,44,0.0,1,1,No
588,France,35,0.0,2,1,No
533,Germany,22,115743.6,1,0,No
850,France,43,161256.53,1,1,No
511,France,27,0.0,2,1,No
530,Spain,44,0.0,2,0,No
554,France,31,0.0,2,1,No
585,Germany,40,162261.01,2,0,No
754,France,39,74896.33,1,0,No
474,France,54,0.0,1,0,Yes
837,Germany,35,144037.6,1,0,No
567,France,23,93522.2,1,1,No
800,Spain,38,0.0,2,0,No
646,France,18,0.0,2,1,No
627,Germany,38,106922.92,2,1,No
505,France,26,112972.57,1,0,No
566,Germany,35,123042.0,1,0,Yes
619,Germany,33,100488.92,2,1,No
757,France,44,123322.15,1,0,No
648,France,32,0.0,1,1,No
621,Spain,42,68683.68,1,1,No
543,Germany,49,59532.18,1,0,No
658,France,43,140260.36,2,0,No
633,Germany,50,88302.65,1,1,No
648,France,19,0.0,2,1,No
501,Germany,40,114655.58,1,0,No
683,France,42,148283.94,1,1,Yes
619,Spain,38,0.0,1,0,Yes
705,France,35,0.0,2,1,No
638,Germany,53,123916.67,1,0,Yes
710,France,31,0.0,2,0,No
590,France,54,0.0,2,1,Yes
725,France,43,165896.0,2,0,No
638,France,32,0.0,2,0,No
791,France,36,111168.97,1,1,No
702,France,40,103549.24,1,0,Yes
607,France,32,0.0,2,0,No
535,France,30,103804.97,1,1,No
651,France,45,165901.59,2,0,Yes
506,Germany,59,119152.1,2,1,No
511,Spain,57,122950.31,1,1,No
757,France,51,0.0,1,1,Yes
768,Germany,49,133384.66,1,0,Yes
757,France,32,0.0,2,0,No
663,Spain,64,0.0,2,1,No
537,Germany,37,158411.95,4,1,Yes
570,Germany,29,122028.65,2,1,No
850,France,35,0.0,1,1,No
661,Germany,64,128751.65,2,0,Yes
659,France,54,133436.52,1,0,No
454,Spain,40,123177.01,1,0,No
708,France,59,0.0,1,0,Yes
720,France,37,120328.88,2,1,No
785,France,39,130147.98,1,0,Yes
743,Spain,36,92716.96,1,1,No
493,Spain,48,0.0,2,0,No
557,Spain,34,0.0,1,1,No
850,France,40,76914.21,1,0,No
799,France,32,106045.92,2,1,No
756,France,34,103133.26,1,1,No
752,France,38,145974.79,2,1,No
696,Spain,36,0.0,3,0,No
630,Spain,49,0.0,2,1,No
659,Spain,38,0.0,2,1,No
685,Spain,39,0.0,2,1,No
599,Spain,31,0.0,1,1,Yes
559,Spain,31,139183.06,1,1,No
615,Spain,19,0.0,2,0,No
580,Germany,36,74974.89,1,1,No
487,Spain,44,61691.45,1,1,No
646,Germany,35,121952.75,2,1,No
811,France,35,0.0,1,1,No
526,Spain,35,0.0,2,1,No
767,Spain,37,0.0,2,1,No
548,France,33,80107.83,2,1,No
737,Spain,45,0.0,2,1,No
613,Germany,40,147856.82,3,0,Yes
711,Spain,36,0.0,2,0,No
850,Spain,53,65407.16,2,0,Yes
752,France,53,114233.18,1,1,No
710,France,37,0.0,2,0,No
664,Spain,53,187602.18,1,0,Yes
510,France,22,156834.34,1,0,No
577,France,34,0.0,2,1,No
529,France,42,157498.9,1,1,No
757,Spain,44,0.0,2,0,No
691,France,41,0.0,1,1,Yes
621,Spain,34,0.0,1,0,No
709,Spain,35,0.0,2,0,No
756,Spain,19,130274.22,1,1,No
788,France,41,0.0,1,1,No
705,France,39,149379.66,2,0,No
483,France,29,0.0,1,1,No
719,Spain,35,100829.94,1,1,No
793,Germany,32,96408.98,1,1,No
593,France,41,0.0,2,1,No
551,France,52,0.0,1,0,Yes
690,France,39,0.0,2,0,No
823,France,71,149105.08,1,1,No
512,Spain,39,0.0,1,0,No
802,Spain,41,0.0,2,1,No
450,Spain,34,0.0,2,0,No
651,Germany,41,90218.11,1,0,No
697,France,33,87347.7,1,0,No
611,France,28,0.0,2,0,No
643,France,33,137811.75,1,1,No
822,France,37,105563.0,1,0,No
632,France,38,0.0,2,0,No
575,Spain,26,0.0,2,0,No
672,France,31,91125.75,1,0,No
517,Spain,39,0.0,2,1,No
621,Spain,39,0.0,2,0,No
775,Germany,77,135120.56,1,0,No
600,France,29,0.0,2,1,No
640,France,28,0.0,2,1,No
752,France,36,86837.95,1,1,No
613,France,26,100446.57,1,1,No
484,France,32,0.0,2,1,No
511,France,33,0.0,2,0,No
745,France,32,0.0,4,1,Yes
786,Spain,32,114512.59,1,0,No
727,France,35,136364.46,1,0,No
622,France,31,106260.67,1,1,No
794,France,24,146126.75,1,1,No
636,Spain,52,111284.53,1,1,Yes
741,Spain,42,121056.63,2,0,No
687,France,34,128270.56,1,0,No
660,Spain,30,0.0,2,0,No
660,France,35,0.0,2,0,No
617,France,79,0.0,1,1,No
762,France,32,191775.65,1,0,No
752,Spain,35,0.0,1,0,Yes
561,Spain,34,85141.79,2,1,No
609,France,26,126392.18,1,1,No
803,France,28,0.0,2,0,No
556,France,40,129860.37,1,0,No
531,France,53,127642.44,1,0,Yes
411,France,35,0.0,2,1,No
587,Germany,44,125584.17,2,1,Yes
683,Spain,56,50911.21,3,0,Yes
654,France,29,91955.61,1,0,No
670,Germany,36,84266.44,2,0,No
655,France,36,147149.59,1,1,No
752,France,36,0.0,2,0,No
534,France,23,104822.45,1,1,No
635,France,42,146766.72,2,1,No
491,Germany,70,148745.92,2,1,No
516,France,27,0.0,1,0,Yes
530,France,48,0.0,1,0,No
687,Spain,35,0.0,2,1,No
684,France,41,135203.81,2,1,No
706,Germany,23,93301.97,2,1,No
490,Germany,33,96341.0,2,0,No
796,France,44,165326.2,1,1,No
849,France,27,0.0,2,1,No
779,France,41,99786.2,1,0,No
794,Spain,22,114440.24,1,1,No
748,Spain,36,141573.55,1,0,No
663,Spain,22,0.0,1,0,Yes
645,Spain,55,133676.65,1,1,No
464,France,33,147493.7,2,0,No
737,France,54,0.0,1,0,Yes
590,France,29,0.0,2,0,No
522,Germany,37,95022.57,1,1,No
648,France,34,0.0,1,0,No
754,France,37,0.0,1,1,No
669,France,50,149713.61,3,1,Yes
648,Germany,43,107963.38,1,0,Yes
763,France,40,0.0,2,0,No
790,Spain,32,0.0,1,0,No
581,France,37,0.0,2,1,No
703,France,43,0.0,2,0,No
571,France,33,102017.25,2,0,No
657,Spain,27,0.0,2,0,No
737,France,44,0.0,2,0,No
793,Spain,29,96674.55,2,0,No
783,Spain,44,81811.71,1,0,Yes
751,Spain,33,79281.61,1,0,No
579,France,31,0.0,2,0,No
655,Germany,36,122314.39,1,0,No
614,Germany,43,140733.74,1,1,No
678,Germany,49,116933.11,1,0,Yes
562,Spain,41,165445.04,2,0,No
711,Germany,53,123805.03,1,0,No
620,France,37,107548.94,1,0,No
437,France,49,111634.29,2,1,No
691,Germany,41,109153.96,3,1,Yes
552,Spain,34,0.0,2,0,No
765,Germany,34,86055.17,2,1,No
707,Germany,51,98438.23,1,0,Yes
764,Spain,29,0.0,2,0,No
585,France,32,144705.87,2,0,No
784,France,31,0.0,2,1,No
605,France,41,91612.91,1,1,No
699,Spain,40,0.0,1,0,No
544,France,40,0.0,1,1,No
803,France,32,192122.84,1,1,Yes
735,France,41,179904.0,1,1,No
673,France,59,178058.06,2,1,Yes
652,France,30,176166.56,2,1,No
694,France,42,156864.2,2,0,No
741,France,44,0.0,2,1,No
590,Spain,30,0.0,2,0,No
809,Spain,33,0.0,2,1,No
523,France,34,161588.89,1,1,No
540,France,48,109349.29,1,0,Yes
596,Spain,29,0.0,2,0,No
597,France,36,0.0,2,1,No
407,Spain,37,0.0,1,1,Yes
748,France,60,152335.7,1,0,Yes
562,France,51,124662.54,1,1,Yes
734,Germany,47,91522.04,2,1,No
710,France,45,0.0,2,1,No
539,Spain,39,62052.28,1,1,No
542,France,32,107871.72,1,0,No
717,France,36,99472.76,2,0,Yes
682,Spain,50,128039.01,1,1,No
515,France,33,0.0,2,1,No
526,Spain,33,114634.63,2,0,Yes
702,France,26,56738.47,2,1,Yes
651,Germany,34,90355.12,2,0,No
792,Germany,36,115725.24,2,0,No
817,Germany,58,114327.59,2,1,No
674,Germany,36,100762.64,1,0,No
641,France,40,0.0,1,0,Yes
513,Spain,39,89039.9,2,1,No
561,France,34,78829.53,1,1,No
627,Germany,30,112372.96,1,1,No
682,Germany,81,122029.15,1,1,No
683,France,29,157829.12,1,0,No
420,Germany,31,108377.75,2,1,No
670,France,54,95507.12,1,1,No
505,Germany,43,127146.68,1,0,No
580,Germany,24,133811.78,1,0,Yes
577,France,36,121092.47,2,1,No
773,Germany,34,126979.75,1,0,No
616,France,37,144235.73,2,0,Yes
763,France,38,152582.2,2,0,No
640,Spain,43,172478.15,1,0,Yes
592,France,36,126477.42,1,0,No
528,Spain,43,97473.87,2,1,No
630,France,53,138053.67,1,1,No
529,France,31,164003.05,2,1,No
546,France,47,0.0,1,1,Yes
753,France,62,0.0,2,1,No
772,Spain,39,122486.11,2,1,No
567,France,36,0.0,2,0,No
628,Germany,45,53667.44,1,0,No
658,France,20,0.0,2,0,No
679,Spain,58,109327.65,1,1,No
629,Spain,34,121151.05,1,0,No
731,Spain,42,101043.63,1,1,No
775,Germany,33,83501.66,2,0,No
660,Spain,33,80462.24,1,0,No
752,France,39,0.0,1,0,No
655,France,37,109093.41,2,0,No
543,Spain,46,140355.6,1,1,No
811,France,42,0.0,2,1,No
689,Germany,45,130170.82,2,0,No
531,France,42,0.0,2,1,No
515,France,40,109542.29,1,1,No
466,France,41,33563.95,2,0,Yes
782,France,36,148795.17,2,1,No
611,France,64,0.0,2,1,No
621,Germany,40,174126.75,3,0,Yes
604,Spain,41,0.0,1,0,No
655,Spain,35,106405.03,1,1,No
689,Spain,38,0.0,1,1,No
681,Spain,30,128393.29,1,1,No
643,Germany,41,127841.52,1,0,No
617,France,24,137295.19,2,1,No
638,Spain,55,155828.22,1,1,Yes
743,France,39,0.0,2,0,No
828,Germany,25,144351.86,1,0,No
776,Spain,35,106365.29,1,1,No
540,Germany,35,127801.88,1,1,No
616,Germany,45,122793.96,1,1,No
628,Germany,38,113525.84,1,0,Yes
667,Spain,23,136100.69,2,0,Yes
615,France,30,0.0,2,1,No
543,France,30,140916.81,1,0,No
553,France,31,0.0,2,1,No
554,Germany,26,121365.39,1,1,No
684,Spain,36,0.0,1,0,No
452,France,35,0.0,2,0,No
606,France,47,93578.68,2,1,Yes
629,France,40,0.0,1,0,No
659,Spain,33,115409.6,1,1,No
493,France,33,90791.69,1,1,No
794,France,62,123681.32,3,0,Yes
554,France,44,92436.86,1,0,No
796,Germany,52,167194.36,1,1,Yes
807,France,36,0.0,2,1,No
500,Germany,44,160838.13,2,0,No
722,Spain,43,0.0,1,0,Yes
559,Spain,40,144470.77,1,1,No
584,Spain,38,0.0,2,1,No
834,Germany,68,130169.27,2,1,No
754,Spain,35,0.0,2,1,No
590,France,43,81076.8,2,1,Yes
740,France,36,0.0,1,1,No
502,Germany,57,101465.31,1,0,Yes
733,France,48,0.0,1,1,No
755,Germany,37,113865.23,2,1,No
554,Spain,46,87603.35,3,1,Yes
534,France,36,120037.96,1,0,No
656,Spain,33,0.0,2,0,No
575,Germany,49,121205.15,4,1,Yes
480,Spain,47,75408.33,1,0,Yes
575,France,40,0.0,2,1,No
672,France,40,0.0,1,0,Yes
758,Spain,35,0.0,2,0,No
682,France,50,121818.84,2,1,No
501,France,29,0.0,2,0,No
746,Germany,34,141806.0,2,1,No
556,France,51,61354.14,1,0,Yes
823,Germany,53,124954.94,1,1,Yes
491,Germany,68,95039.12,1,1,Yes
638,France,29,103417.74,1,1,No
734,France,45,0.0,2,0,No
555,France,40,43028.77,1,0,No
745,Germany,44,119638.21,1,1,Yes
728,France,37,122689.51,2,0,Yes
626,France,44,0.0,2,0,No
681,Germany,37,73179.34,2,1,No
478,France,38,171913.87,1,0,Yes
709,France,38,0.0,2,1,No
562,Germany,33,92659.2,2,0,No
769,Germany,34,137239.17,1,1,Yes
684,Germany,46,102955.14,2,0,No
536,France,61,65190.29,1,1,Yes
631,Germany,29,96863.52,2,1,No
657,Spain,34,154983.98,1,0,No
699,Germany,59,106819.65,1,1,No
606,Spain,38,128578.52,1,1,No
612,France,63,126473.33,1,1,No
660,France,38,110570.78,2,0,No
829,Spain,50,0.0,2,1,No
567,Spain,29,0.0,2,0,No
850,France,33,0.0,2,1,No
712,Spain,44,0.0,2,0,No
562,France,30,111099.79,2,0,No
755,France,29,0.0,3,0,No
793,Spain,25,100913.57,1,0,No
471,Spain,26,0.0,2,1,No
707,France,42,16893.59,1,1,No
784,Spain,38,122267.85,1,0,No
703,France,32,125685.79,1,1,No
704,Spain,36,127397.34,1,0,No
662,France,38,105271.56,1,1,No
636,Germany,28,115265.14,1,0,No
640,Spain,36,0.0,1,0,No
739,Spain,31,0.0,2,1,No
767,Germany,23,139542.82,1,1,No
753,Germany,46,111512.75,3,0,Yes
714,France,37,148466.93,2,1,No
707,France,29,0.0,2,0,No
577,France,35,108155.49,1,0,No
633,France,42,0.0,2,0,No
849,Germany,41,84622.13,1,1,No
614,Spain,41,146997.64,2,0,No
558,France,47,0.0,2,0,No
832,France,27,98590.25,1,0,No
567,France,26,0.0,2,1,No
587,Germany,45,134980.74,1,1,Yes
712,Spain,79,108078.56,1,1,No
655,Spain,29,0.0,2,1,No
641,France,42,0.0,2,0,No
676,France,35,106836.67,2,0,No
472,France,29,102490.27,1,1,No
644,Germany,34,112746.54,2,0,No
598,France,38,125487.89,1,0,No
792,Spain,25,142862.21,1,1,No
700,France,37,0.0,2,0,No
616,France,34,0.0,2,0,No
743,Spain,35,79388.33,1,1,No
427,France,37,0.0,2,1,No
731,France,29,0.0,2,1,No
610,France,31,107784.65,1,1,No
724,Spain,41,142880.28,3,0,Yes
653,Spain,38,149571.94,1,0,No
774,France,49,142767.39,1,1,No
547,Germany,49,121537.71,2,0,Yes
719,Spain,50,0.0,2,0,No
740,Spain,43,0.0,1,0,Yes
543,France,42,89838.71,3,0,Yes
688,Germany,45,103399.87,1,0,No
474,France,30,0.0,2,0,No
505,Germany,43,136855.94,2,0,No
688,France,39,0.0,2,0,Yes
650,Germany,55,140891.46,3,1,Yes
610,France,37,0.0,1,0,No
705,Spain,46,89364.91,1,1,No
669,France,29,146011.4,1,0,No
650,Spain,20,0.0,2,1,No
550,Germany,29,145294.08,2,0,No
595,Germany,45,106000.12,1,0,Yes
572,Spain,26,0.0,2,0,No
622,Spain,58,0.0,2,1,No
662,Spain,20,104508.77,2,0,No
783,Germany,58,127539.3,1,1,Yes
714,Spain,44,0.0,1,1,No
671,Germany,51,96891.46,1,0,Yes
600,France,32,78535.25,1,0,No
847,Spain,37,112712.17,1,0,No
650,Spain,55,119618.42,1,1,No
710,Spain,28,0.0,1,0,No
682,France,33,74963.5,1,1,No
642,France,26,138023.79,2,1,No
536,Spain,28,0.0,1,1,No
754,France,47,185513.67,1,0,No
678,France,60,185648.56,1,0,Yes
533,Germany,49,102286.6,3,0,Yes
741,Germany,38,128015.83,1,0,No
757,France,31,39539.39,2,0,No
721,France,40,0.0,1,1,No
700,France,37,77608.46,2,1,No
663,France,26,141462.13,1,0,No
677,Spain,35,0.0,2,0,No
655,France,27,131691.33,1,0,No
832,Spain,29,93833.86,1,1,No
721,Spain,46,137933.39,1,1,No
542,Spain,54,105770.14,1,1,Yes
654,Spain,54,0.0,2,1,No
821,Spain,38,0.0,2,1,Yes
508,France,38,166328.65,2,1,No
588,Germany,42,164307.77,1,0,No
691,Germany,38,163965.69,2,1,No
664,France,40,125608.72,1,0,No
439,France,66,0.0,1,0,No
479,Spain,37,118433.94,1,1,No
850,France,55,98488.08,1,0,Yes
518,France,40,0.0,2,1,No
717,Germany,64,98362.35,2,1,No
698,France,51,144237.91,4,0,Yes
850,France,34,0.0,1,1,No
700,Spain,47,0.0,1,0,Yes
626,France,29,105767.28,2,0,No
774,Spain,32,0.0,2,0,No
719,Spain,48,0.0,2,0,No
646,Spain,31,0.0,1,1,Yes
485,France,25,134467.26,1,1,No
784,Germany,38,138515.02,1,1,No
850,Germany,32,128647.98,2,0,No
669,France,38,121858.98,1,0,No
731,Spain,70,0.0,2,1,No
721,France,49,120108.56,1,1,No
515,France,37,196853.62,1,1,No
774,France,35,121418.62,1,1,No
585,Spain,36,0.0,2,1,No
695,France,29,0.0,2,0,No
729,Germany,42,97495.8,2,0,No
713,France,42,0.0,2,0,No
555,Spain,33,127343.4,1,1,No
699,Spain,50,158633.61,1,0,No
587,France,55,0.0,1,0,No
762,Spain,69,183744.98,1,1,No
510,France,44,0.0,2,1,No
842,Spain,46,0.0,1,0,No
608,France,31,79962.92,2,0,No
850,France,36,0.0,2,1,No
642,France,36,0.0,2,1,No
850,France,33,140956.99,1,0,No
455,Spain,43,0.0,1,1,No
726,France,29,0.0,2,1,Yes
544,Spain,30,145241.63,1,1,No
651,Germany,31,138008.06,2,0,No
814,France,31,0.0,2,1,No
537,France,39,0.0,2,1,No
553,France,37,0.0,2,0,No
800,Spain,38,0.0,1,0,No
791,France,34,0.0,2,0,No
699,Spain,29,127570.93,2,0,No
756,France,28,0.0,1,1,No
591,Spain,27,107812.67,1,1,Yes
850,Germany,22,91560.58,2,0,No
