Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure,Cloud3pm,Temp3pm,RainToday,RainTomorrow
,,24.0,73.0,,,19.7,Yes,Yes
,,17.0,55.0,,,22.0,No,Yes
,,28.0,54.0,,,17.7,No,Yes
,,13.0,72.0,,,16.0,No,Yes
,,31.0,98.0,,,13.6,Yes,Yes
,,37.0,98.0,,,16.6,Yes,Yes
,,31.0,86.0,,,16.9,Yes,Yes
,,30.0,98.0,,,12.8,No,Yes
,,43.0,98.0,,,13.0,Yes,Yes
,,46.0,85.0,,,14.9,Yes,Yes
,,28.0,98.0,,,13.0,No,Yes
,,28.0,62.0,,,14.0,No,Yes
,,50.0,75.0,,,10.8,No,Yes
,,43.0,88.0,,,12.4,No,Yes
,,43.0,97.0,,,11.6,Yes,Yes
,,9.0,99.0,,,12.3,No,Yes
,,52.0,86.0,,,15.3,No,Yes
,,39.0,52.0,,,16.2,Yes,Yes
,,65.0,28.0,,,26.4,No,Yes
,,19.0,67.0,,,16.9,No,Yes
,,30.0,68.0,,,17.9,No,Yes
,,56.0,98.0,,,11.8,Yes,Yes
,,41.0,88.0,,,15.0,No,Yes
,,26.0,71.0,,,20.2,No,Yes
,,22.0,98.0,,,16.4,Yes,Yes
,,43.0,98.0,,,16.1,No,Yes
,,31.0,74.0,,,15.4,Yes,Yes
,,39.0,25.0,,,28.4,No,Yes
,,31.0,39.0,,,25.0,No,Yes
,,26.0,83.0,,,16.1,Yes,Yes
,,44.0,40.0,,,30.9,No,Yes
,,43.0,31.0,,,35.3,Yes,Yes
,,33.0,73.0,,,19.6,No,Yes
,,15.0,99.0,,,17.5,Yes,Yes
,,28.0,61.0,,,22.7,No,Yes
,,35.0,98.0,,,19.1,Yes,Yes
,,26.0,99.0,,,16.1,Yes,Yes
,,28.0,98.0,,,16.0,Yes,Yes
,,22.0,99.0,,,18.1,Yes,Yes
,,44.0,52.0,,,29.0,Yes,Yes
,,46.0,47.0,,,30.0,No,Yes
,,37.0,92.0,,,15.6,No,Yes
,,28.0,54.0,,,20.8,No,Yes
,,17.0,98.0,,,18.4,Yes,Yes
,,30.0,52.0,,,25.3,Yes,Yes
,,48.0,98.0,,,20.1,No,Yes
,,31.0,94.0,,,19.1,Yes,Yes
,,30.0,51.0,,,23.7,Yes,Yes
,,31.0,76.0,,,24.8,No,Yes
,,15.0,84.0,,,22.3,No,Yes
,,35.0,52.0,,,28.4,No,Yes
,,30.0,52.0,,,27.9,No,Yes
,,37.0,57.0,,,30.9,No,Yes
,,24.0,65.0,,,22.8,No,Yes
,,26.0,98.0,,,20.3,Yes,Yes
,,31.0,70.0,,,24.8,Yes,Yes
,,41.0,53.0,,,25.0,No,Yes
,,26.0,59.0,,,23.2,Yes,Yes
,,20.0,69.0,,,25.4,Yes,Yes
,,17.0,99.0,,,21.2,Yes,Yes
,,26.0,75.0,,,25.9,Yes,Yes
,,28.0,94.0,,,22.4,Yes,Yes
,,26.0,59.0,,,27.7,No,Yes
,,35.0,63.0,,,27.4,No,Yes
,,26.0,99.0,,,17.4,Yes,Yes
,,24.0,98.0,,,17.4,Yes,Yes
,,19.0,98.0,,,20.1,Yes,Yes
,,20.0,98.0,,,20.5,No,Yes
,,35.0,90.0,,,23.1,No,Yes
,,33.0,91.0,,,19.6,No,Yes
,,48.0,95.0,,,19.3,Yes,Yes
,,65.0,66.0,,,23.9,Yes,Yes
,,41.0,67.0,,,25.6,No,Yes
,,54.0,52.0,,,29.7,No,Yes
,,50.0,59.0,,,27.5,Yes,Yes
,,22.0,53.0,,,31.1,No,Yes
,,24.0,99.0,,,20.9,Yes,Yes
,,44.0,70.0,,,29.7,Yes,Yes
,,30.0,98.0,,,18.4,Yes,Yes
,,20.0,98.0,,,19.9,Yes,Yes
,,28.0,61.0,,,29.8,Yes,Yes
,,41.0,65.0,,,19.2,No,Yes
,,26.0,86.0,,,21.0,Yes,Yes
,,37.0,64.0,,,23.1,No,Yes
,,41.0,45.0,,,27.3,No,Yes
,,19.0,56.0,,,25.6,Yes,Yes
,,54.0,42.0,,,28.7,No,Yes
,,24.0,64.0,,,24.8,No,Yes
,,37.0,71.0,,,20.4,No,Yes
,,28.0,99.0,,,18.2,Yes,Yes
,,28.0,62.0,,,25.0,Yes,Yes
,,11.0,98.0,,,20.0,No,Yes
,,15.0,99.0,,,18.5,Yes,Yes
,,13.0,98.0,,,10.2,No,Yes
,,9.0,88.0,,,16.3,No,Yes
,,15.0,99.0,,,15.1,Yes,Yes
,,43.0,74.0,,,12.0,No,Yes
,,19.0,68.0,,,15.0,No,Yes
,,22.0,99.0,,,12.9,Yes,Yes
,,31.0,95.0,,,14.8,Yes,Yes
,,17.0,99.0,,,11.7,No,Yes
,,33.0,59.0,,,14.1,No,Yes
,,11.0,97.0,,,12.8,No,Yes
,,13.0,99.0,,,12.8,No,Yes
,,39.0,89.0,,,12.9,No,Yes
,,80.0,37.0,,,24.4,No,Yes
,,50.0,30.0,,,16.6,No,Yes
,,35.0,50.0,,,20.9,No,Yes
,,43.0,73.0,,,18.0,Yes,Yes
,,56.0,27.0,,,32.4,No,Yes
,,24.0,98.0,,,17.0,No,Yes
,,41.0,25.0,,,26.1,No,Yes
,,43.0,66.0,,,18.2,Yes,Yes
,,65.0,73.0,,,15.5,Yes,Yes
,,107.0,44.0,,,28.4,No,Yes
,,33.0,45.0,,,23.9,No,Yes
,,20.0,80.0,,,19.0,Yes,Yes
,,20.0,47.0,,,26.8,Yes,Yes
,,24.0,98.0,,,17.5,Yes,Yes
,,33.0,61.0,,,27.7,No,Yes
,,20.0,84.0,,,23.1,Yes,Yes
,,28.0,73.0,,,24.0,No,Yes
,,50.0,49.0,,,32.0,No,Yes
,,24.0,98.0,,,22.5,Yes,Yes
,,24.0,99.0,,,21.8,Yes,Yes
,,37.0,73.0,,,26.3,Yes,Yes
,,30.0,48.0,,,32.6,No,Yes
,,39.0,99.0,,,16.6,Yes,Yes
,,43.0,82.0,,,19.2,Yes,Yes
,,35.0,66.0,,,22.9,Yes,Yes
,,22.0,70.0,,,25.4,No,Yes
,,35.0,37.0,,,32.8,No,Yes
,,28.0,72.0,,,18.2,No,Yes
,,26.0,99.0,,,16.9,Yes,Yes
,,30.0,98.0,,,19.0,No,Yes
,,24.0,52.0,,,26.4,No,Yes
,,48.0,36.0,,,20.7,No,Yes
,,39.0,76.0,,,18.3,Yes,Yes
,,13.0,69.0,,,15.2,No,Yes
,,35.0,98.0,,,14.8,Yes,Yes
,,33.0,98.0,,,15.1,Yes,Yes
,,17.0,55.0,,,18.9,No,Yes
,,22.0,83.0,,,18.0,No,Yes
,,54.0,69.0,,,14.8,Yes,Yes
,,7.0,99.0,,,13.5,No,Yes
,,15.0,99.0,,,13.8,No,Yes
,,20.0,78.0,,,13.1,No,Yes
,,24.0,83.0,,,13.9,Yes,Yes
,,22.0,81.0,,,13.9,Yes,Yes
,,30.0,99.0,,,12.9,Yes,Yes
,,31.0,72.0,,,17.1,Yes,Yes
,,19.0,85.0,,,16.8,No,Yes
,,20.0,99.0,,,12.5,Yes,Yes
,,28.0,49.0,,,17.4,No,Yes
,,15.0,85.0,,,16.8,No,Yes
,,19.0,75.0,,,23.4,No,Yes
,,26.0,36.0,,,26.8,No,Yes
,,30.0,98.0,,,15.5,No,Yes
,,35.0,99.0,,,15.9,Yes,Yes
,,30.0,80.0,,,19.5,Yes,Yes
,,39.0,81.0,,,21.6,No,Yes
,,39.0,61.0,,,20.8,Yes,Yes
,,33.0,98.0,,,15.6,Yes,Yes
,,46.0,98.0,,,16.2,Yes,Yes
,,26.0,53.0,,,28.1,No,Yes
,,39.0,80.0,,,22.5,Yes,Yes
,,33.0,72.0,,,24.4,Yes,Yes
,,39.0,95.0,,,16.4,No,Yes
,,43.0,44.0,,,31.5,No,Yes
,,35.0,46.0,,,27.7,No,Yes
,,28.0,67.0,,,21.4,No,Yes
,,13.0,98.0,,,20.2,Yes,Yes
,,43.0,46.0,,,28.5,Yes,Yes
,,43.0,9.0,,,32.6,No,Yes
,,33.0,65.0,,,26.1,No,Yes
,,19.0,96.0,,,23.5,Yes,Yes
,,43.0,60.0,,,27.4,No,Yes
,,24.0,54.0,,,27.8,No,Yes
,,19.0,53.0,,,27.8,No,Yes
,,20.0,88.0,,,25.3,Yes,Yes
,,41.0,100.0,,,21.0,Yes,Yes
,,19.0,98.0,,,22.2,No,Yes
,,31.0,33.0,,,32.2,No,Yes
,,26.0,86.0,,,21.4,Yes,Yes
,,22.0,98.0,,,18.9,Yes,Yes
,,26.0,99.0,,,19.8,Yes,Yes
,,22.0,78.0,,,22.9,No,Yes
,,30.0,97.0,,,23.9,No,Yes
,,57.0,50.0,,,29.3,No,Yes
,,50.0,53.0,,,25.8,Yes,Yes
,,35.0,45.0,,,30.2,No,Yes
,,35.0,98.0,,,17.1,No,Yes
,,17.0,99.0,,,22.2,No,Yes
,,24.0,98.0,,,19.7,Yes,Yes
,,24.0,93.0,,,22.6,Yes,Yes
,,19.0,55.0,,,26.8,Yes,Yes
,,30.0,56.0,,,27.2,Yes,Yes
,,30.0,69.0,,,28.0,No,Yes
,,24.0,99.0,,,20.1,Yes,Yes
,,28.0,62.0,,,25.2,Yes,Yes
,,43.0,98.0,,,18.2,Yes,Yes
,,7.0,98.0,,,20.0,No,Yes
,,31.0,63.0,,,25.5,Yes,Yes
,,37.0,37.0,,,19.8,No,Yes
,,31.0,87.0,,,13.4,No,Yes
,,11.0,44.0,,,21.1,No,Yes
,,19.0,77.0,,,16.3,Yes,Yes
,,31.0,77.0,,,15.6,No,Yes
,,13.0,66.0,,,15.8,No,Yes
,,13.0,56.0,,,19.7,No,Yes
,,22.0,32.0,,,20.3,Yes,Yes
,,13.0,74.0,,,13.7,No,Yes
,,15.0,39.0,,,18.9,No,Yes
,,46.0,41.0,,,21.8,No,Yes
,,22.0,60.0,,,17.0,No,Yes
,,33.0,60.0,,,16.8,Yes,Yes
,,52.0,75.0,,,14.4,Yes,Yes
,,50.0,50.0,,,16.8,Yes,Yes
,,30.0,86.0,,,14.7,No,Yes
,,24.0,48.0,,,19.1,No,Yes
,,30.0,87.0,,,13.6,Yes,Yes
,,39.0,72.0,,,13.9,Yes,Yes
,,41.0,59.0,,,16.0,No,Yes
,,33.0,65.0,,,15.9,Yes,Yes
,,41.0,36.0,,,24.2,No,Yes
,,39.0,81.0,,,18.0,No,Yes
,,56.0,66.0,,,23.4,No,Yes
,,44.0,51.0,,,16.7,Yes,Yes
,,39.0,67.0,,,17.9,No,Yes
,,69.0,29.0,,,31.6,No,Yes
,,33.0,33.0,,,32.8,No,Yes
,,61.0,80.0,,,18.6,No,Yes
,,22.0,50.0,,,24.0,No,Yes
,,78.0,39.0,,,33.4,No,Yes
,,48.0,33.0,,,30.5,No,Yes
,,61.0,48.0,,,28.9,Yes,Yes
,,59.0,30.0,,,36.4,No,Yes
,,37.0,51.0,,,31.0,Yes,Yes
,,63.0,39.0,,,31.6,Yes,Yes
,,35.0,69.0,,,23.4,Yes,Yes
,,54.0,48.0,,,29.6,Yes,Yes
,,50.0,71.0,,,23.2,Yes,Yes
,,20.0,68.0,,,26.1,No,Yes
,,46.0,85.0,,,18.6,Yes,Yes
,,69.0,54.0,,,30.4,No,Yes
,,41.0,79.0,,,21.1,Yes,Yes
,,74.0,46.0,,,32.2,No,Yes
,,41.0,48.0,,,30.9,No,Yes
,,74.0,45.0,,,30.2,No,Yes
,,69.0,61.0,,,28.8,Yes,Yes
,,20.0,90.0,,,20.9,Yes,Yes
,,26.0,83.0,,,18.7,No,Yes
,,28.0,55.0,,,25.9,Yes,Yes
,,39.0,37.0,,,33.9,No,Yes
,,28.0,40.0,,,33.1,Yes,Yes
,,24.0,80.0,,,19.3,No,Yes
,,24.0,91.0,,,18.8,Yes,Yes
,,41.0,72.0,,,19.6,Yes,Yes
,,22.0,48.0,,,25.9,No,Yes
,,28.0,57.0,,,25.7,No,Yes
,,33.0,85.0,,,21.5,No,Yes
,,31.0,50.0,,,28.2,Yes,Yes
,,37.0,67.0,,,25.9,No,Yes
,,22.0,52.0,,,27.5,Yes,Yes
,,26.0,76.0,,,24.3,Yes,Yes
,,24.0,76.0,,,23.9,Yes,Yes
,,17.0,62.0,,,27.3,Yes,Yes
,,33.0,67.0,,,22.0,No,Yes
,,31.0,59.0,,,25.6,Yes,Yes
,,69.0,28.0,,,35.6,No,Yes
,,46.0,48.0,,,30.3,No,Yes
,,33.0,50.0,,,28.6,Yes,Yes
,,30.0,60.0,,,20.9,No,Yes
,,20.0,96.0,,,21.9,No,Yes
,,26.0,46.0,,,25.2,No,Yes
,,24.0,76.0,,,22.1,Yes,Yes
,,28.0,47.0,,,28.7,No,Yes
,,22.0,92.0,,,16.9,Yes,Yes
,,26.0,91.0,,,16.7,Yes,Yes
,,44.0,69.0,,,19.6,No,Yes
,,28.0,61.0,,,20.2,No,Yes
,,30.0,60.0,,,22.2,No,Yes
,,63.0,39.0,,,27.6,No,Yes
,,39.0,35.0,,,31.0,Yes,Yes
,,28.0,57.0,,,24.7,No,Yes
,,39.0,56.0,,,20.6,Yes,Yes
,,44.0,94.0,,,13.9,Yes,Yes
,,54.0,83.0,,,13.6,Yes,Yes
,,54.0,87.0,,,17.0,Yes,Yes
,,30.0,51.0,,,20.6,No,Yes
,,28.0,62.0,,,19.0,No,Yes
,,24.0,62.0,,,18.6,Yes,Yes
,,22.0,65.0,,,20.1,Yes,Yes
,,22.0,90.0,,,20.4,Yes,Yes
,,24.0,78.0,,,17.8,No,Yes
,,22.0,38.0,,,21.1,No,Yes
,,50.0,61.0,,,15.4,Yes,Yes
,,13.0,75.0,,,14.8,No,Yes
,,20.0,43.0,,,17.0,No,Yes
,,17.0,69.0,,,17.3,No,Yes
,,15.0,88.0,,,14.4,Yes,Yes
,,19.0,75.0,,,15.3,Yes,Yes
,,26.0,67.0,,,15.8,Yes,Yes
,,26.0,60.0,,,19.0,No,Yes
,,11.0,65.0,,,16.9,No,Yes
,,19.0,79.0,,,12.0,No,Yes
,,48.0,54.0,,,18.4,Yes,Yes
,,52.0,44.0,,,13.6,Yes,Yes
,,15.0,45.0,,,14.4,No,Yes
,,26.0,63.0,,,12.7,Yes,Yes
,,9.0,74.0,,,14.4,No,Yes
,,39.0,29.0,,,27.6,No,Yes
,,22.0,79.0,,,17.2,Yes,Yes
,,43.0,93.0,,,16.0,Yes,Yes
,,59.0,51.0,,,19.1,Yes,Yes
,,39.0,84.0,,,15.9,Yes,Yes
,,17.0,39.0,,,19.5,No,Yes
,,35.0,44.0,,,19.4,No,Yes
,,30.0,39.0,,,20.7,Yes,Yes
,,20.0,65.0,,,17.6,Yes,Yes
,,26.0,44.0,,,18.8,No,Yes
,,48.0,68.0,,,14.8,No,Yes
,,19.0,28.0,,,25.2,No,Yes
,,44.0,26.0,,,32.0,No,Yes
,,20.0,98.0,,,17.3,Yes,Yes
,,41.0,63.0,,,24.9,No,Yes
,,20.0,66.0,,,23.9,Yes,Yes
,,35.0,98.0,,,18.7,Yes,Yes
,,63.0,52.0,,,23.4,No,Yes
,,35.0,36.0,,,31.0,No,Yes
,,22.0,98.0,,,17.9,No,Yes
,,26.0,98.0,,,18.8,Yes,Yes
,,26.0,83.0,,,20.4,Yes,Yes
,,48.0,63.0,,,24.6,No,Yes
,,20.0,95.0,,,19.7,No,Yes
,,31.0,78.0,,,20.5,Yes,Yes
,,41.0,89.0,,,21.9,Yes,Yes
,,22.0,94.0,,,18.2,Yes,Yes
,,26.0,68.0,,,22.4,No,Yes
,,15.0,63.0,,,25.6,No,Yes
,,39.0,17.0,,,33.6,No,Yes
,,48.0,36.0,,,32.0,Yes,Yes
,,39.0,94.0,,,17.4,Yes,Yes
,,39.0,84.0,,,24.2,No,Yes
,,22.0,98.0,,,17.6,Yes,Yes
,,30.0,81.0,,,25.2,No,Yes
,,33.0,62.0,,,22.9,No,Yes
,,20.0,94.0,,,20.0,Yes,Yes
,,26.0,98.0,,,18.6,Yes,Yes
,,31.0,98.0,,,18.6,Yes,Yes
,,43.0,37.0,,,36.9,No,Yes
,,72.0,53.0,,,30.9,No,Yes
,,52.0,,,,21.6,Yes,Yes
,,65.0,41.0,,,38.9,No,Yes
,,19.0,89.0,,,25.5,Yes,Yes
,,44.0,70.0,,,26.1,Yes,Yes
,,59.0,84.0,,,24.9,No,Yes
,,63.0,67.0,,,29.6,Yes,Yes
,,30.0,56.0,,,28.7,No,Yes
,,28.0,87.0,,,22.7,No,Yes
,,30.0,46.0,,,27.5,Yes,Yes
,,37.0,49.0,,,22.0,No,Yes
,,11.0,97.0,,,21.3,No,Yes
,,31.0,51.0,,,27.1,No,Yes
,,20.0,84.0,,,18.8,No,Yes
,,30.0,68.0,,,22.1,Yes,Yes
,,41.0,59.0,,,19.9,No,Yes
,,13.0,77.0,,,19.7,No,Yes
,,26.0,67.0,,,16.5,No,Yes
,,17.0,71.0,,,16.5,Yes,Yes
,,13.0,70.0,,,17.4,No,Yes
,,24.0,92.0,,,17.9,Yes,Yes
,,35.0,78.0,,,17.5,Yes,Yes
,,19.0,82.0,,,17.0,No,Yes
,,17.0,98.0,,,15.1,No,Yes
,,26.0,94.0,,,13.1,No,Yes
,,30.0,98.0,,,16.5,Yes,Yes
,,61.0,55.0,,,24.5,No,Yes
,,35.0,97.0,,,10.2,No,Yes
,,46.0,81.0,,,13.0,No,Yes
,,35.0,83.0,,,10.3,No,Yes
,,44.0,98.0,,,11.9,No,Yes
,,17.0,41.0,,,22.2,No,Yes
,,13.0,98.0,,,14.8,Yes,Yes
,,35.0,45.0,,,23.2,No,Yes
,,13.0,65.0,,,19.5,No,Yes
,,15.0,98.0,,,12.9,No,Yes
,,26.0,88.0,,,16.9,No,Yes
,,26.0,33.0,,,21.1,No,Yes
,,63.0,30.0,,,28.6,No,Yes
,,35.0,60.0,,,21.4,No,Yes
,,20.0,81.0,,,20.8,No,Yes
,,28.0,39.0,,,29.6,No,Yes
,,46.0,29.0,,,24.8,No,Yes
,,26.0,56.0,,,24.7,No,Yes
,,28.0,42.0,,,31.7,No,Yes
,,31.0,41.0,,,35.2,Yes,Yes
,,22.0,90.0,,,23.2,Yes,Yes
,,28.0,90.0,,,17.6,Yes,Yes
,,19.0,91.0,,,20.0,Yes,Yes
,,63.0,47.0,,,29.7,No,Yes
,,22.0,69.0,,,26.9,No,Yes
,,43.0,46.0,,,26.9,No,Yes
,,22.0,78.0,,,23.3,No,Yes
,,28.0,79.0,,,24.3,Yes,Yes
,,41.0,34.0,,,36.7,No,Yes
,,24.0,96.0,,,19.3,No,Yes
,,43.0,83.0,,,26.4,Yes,Yes
,,20.0,70.0,,,25.3,No,Yes
,,30.0,98.0,,,23.5,No,Yes
,,30.0,75.0,,,26.5,Yes,Yes
,,44.0,68.0,,,26.9,No,Yes
,,33.0,53.0,,,29.9,Yes,Yes
,,30.0,54.0,,,28.1,No,Yes
,,26.0,71.0,,,21.2,Yes,Yes
,,30.0,97.0,,,21.0,No,Yes
,,31.0,94.0,,,21.5,Yes,Yes
,,41.0,53.0,,,23.9,No,Yes
,,41.0,41.0,,,29.9,No,Yes
,,24.0,98.0,,,21.3,Yes,Yes
,,50.0,73.0,,,21.2,Yes,Yes
,,41.0,93.0,,,23.0,Yes,Yes
,,22.0,82.0,,,26.9,No,Yes
,,57.0,65.0,,,31.2,Yes,Yes
,,19.0,79.0,,,22.1,Yes,Yes
,,35.0,98.0,,,18.6,No,Yes
,,37.0,56.0,,,21.1,No,Yes
,,46.0,82.0,,,18.4,Yes,Yes
,,41.0,86.0,,,18.2,Yes,Yes
,,85.0,44.0,,,27.4,No,Yes
,,11.0,,,,17.1,No,Yes
,,35.0,71.0,,,17.2,No,Yes
,,24.0,86.0,,,15.6,Yes,Yes
,,43.0,,1012.9,,18.3,No,Yes
,,37.0,,1012.05,,27.8,No,Yes
9.2,,46.0,26.0,1009.1500000000001,,38.1,No,Yes
,,39.0,51.0,1018.75,,30.1,No,Yes
28.8,,30.0,71.0,1011.85,,22.5,No,Yes
1.8,,24.0,97.0,1010.8,,19.2,Yes,Yes
1.6,,39.0,69.0,1018.2,,20.1,No,Yes
1.6,,50.0,91.0,1025.5,,17.3,Yes,Yes
,,28.0,96.0,1021.25,,17.8,Yes,Yes
,,35.0,90.0,1014.6500000000001,,20.1,Yes,Yes
,,52.0,60.0,1017.75,,22.5,Yes,Yes
1.8,,31.0,67.0,1016.5,,21.4,Yes,Yes
3.6,,59.0,76.0,1006.65,,24.5,No,Yes
,,41.0,87.0,1012.9000000000001,,21.7,No,Yes
10.4,,54.0,56.0,1014.25,,31.1,No,Yes
,,43.0,65.0,1018.05,,24.4,No,Yes
4.2,,35.0,72.0,1023.4000000000001,,23.2,No,Yes
3.8,,24.0,67.0,1017.5,,25.0,No,Yes
,,41.0,55.0,1012.4,,27.8,Yes,Yes
4.6,,54.0,42.0,1017.9,,33.8,No,Yes
9.6,,50.0,48.0,1022.9000000000001,,25.2,No,Yes
3.5,,41.0,95.0,1021.0,,17.1,Yes,Yes
0.0,,43.0,83.0,1020.75,,22.5,Yes,Yes
0.2,,41.0,81.0,1022.35,,22.5,Yes,Yes
,,13.0,67.0,1024.1999999999998,,23.2,No,Yes
,,19.0,79.0,1020.85,,21.4,No,Yes
,,48.0,83.0,1019.4000000000001,,17.9,No,Yes
8.0,,50.0,76.0,1020.4,,17.5,Yes,Yes
1.4,,43.0,77.0,1022.1,,18.4,Yes,Yes
1.2,,19.0,73.0,1022.9,,17.4,No,Yes
0.8,,39.0,60.0,1021.0,,19.6,Yes,Yes
1.6,,50.0,67.0,1022.9,,17.8,Yes,Yes
0.2,,57.0,97.0,1022.3,,15.4,Yes,Yes
,,44.0,80.0,1023.25,,19.0,Yes,Yes
2.0,,17.0,94.0,1019.55,,15.8,No,Yes
0.0,,46.0,82.0,1028.3,,14.2,No,Yes
,,13.0,62.0,1028.6,,19.4,No,Yes
1.0,,28.0,74.0,1028.85,,14.8,No,Yes
1.1,,30.0,49.0,1029.15,,17.0,Yes,Yes
,,17.0,90.0,1022.3,,17.2,No,Yes
,,31.0,71.0,1029.05,,14.4,No,Yes
,,24.0,44.0,1011.5,,16.1,No,Yes
2.1,,57.0,32.0,1008.45,,23.9,No,Yes
,,17.0,91.0,1016.95,,11.6,No,Yes
1.0,,54.0,62.0,1014.2,,17.9,No,Yes
2.4,,50.0,97.0,1019.7,,14.7,No,Yes
,,30.0,71.0,1028.6,,15.1,No,Yes
,,39.0,86.0,1015.65,,17.5,No,Yes
11.6,,44.0,73.0,1024.65,,15.0,Yes,Yes
,,22.0,98.0,1029.65,,20.1,No,Yes
6.4,,39.0,40.0,1013.2,,32.9,No,Yes
28.6,,50.0,66.0,1008.65,,18.7,No,Yes
,,46.0,37.0,1014.75,,30.8,No,Yes
11.6,,65.0,22.0,1010.4,,38.7,No,Yes
12.2,,37.0,94.0,1015.75,,17.3,Yes,Yes
,,33.0,64.0,1010.4,,25.3,No,Yes
,,17.0,81.0,1017.1,,22.1,No,Yes
,,54.0,81.0,1006.6500000000001,,25.7,No,Yes
,,52.0,87.0,1015.6,,19.5,Yes,Yes
13.0,,44.0,55.0,1010.15,,30.0,No,Yes
12.4,,43.0,57.0,1013.25,,27.8,No,Yes
,,30.0,61.0,1010.1,,28.2,Yes,Yes
10.0,,41.0,49.0,1014.95,,28.7,No,Yes
6.4,,56.0,52.0,1016.8499999999999,,26.5,No,Yes
4.6,,52.0,57.0,1013.7,,28.7,Yes,Yes
0.0,,41.0,72.0,1011.95,,26.2,Yes,Yes
2.2,,33.0,72.0,1009.25,,27.7,Yes,Yes
,,33.0,92.0,1016.5,,23.0,Yes,Yes
,,31.0,91.0,1021.0,,23.9,Yes,Yes
5.0,,46.0,34.0,1007.25,,36.1,No,Yes
,,19.0,77.0,1011.5,,25.1,Yes,Yes
,,39.0,80.0,1005.45,,26.1,Yes,Yes
9.0,,44.0,57.0,1015.5,,28.9,No,Yes
6.6,,35.0,94.0,1019.45,,17.0,Yes,Yes
2.8,,13.0,84.0,1011.05,,22.1,No,Yes
12.4,,24.0,59.0,1016.8499999999999,,25.3,No,Yes
1.8,,28.0,95.0,1019.3499999999999,,20.6,Yes,Yes
,,39.0,45.0,1012.1,,28.1,No,Yes
0.8,,31.0,63.0,1019.6,,17.6,No,Yes
3.5,,15.0,64.0,1018.0999999999999,,17.7,No,Yes
0.0,,17.0,78.0,1009.4000000000001,,16.4,Yes,Yes
0.4,,35.0,99.0,1005.35,,14.4,Yes,Yes
2.2,,28.0,88.0,1018.45,,15.3,Yes,Yes
0.8,,15.0,54.0,1019.5,,19.0,Yes,Yes
,,33.0,44.0,1003.35,,19.5,No,Yes
3.2,,43.0,87.0,1010.85,,16.5,Yes,Yes
2.4,,37.0,94.0,1022.25,,15.5,No,Yes
3.7,,37.0,99.0,1018.05,,14.6,Yes,Yes
,,30.0,42.0,1017.05,,17.4,No,Yes
,,33.0,64.0,1029.15,,15.3,No,Yes
1.4,,15.0,95.0,1017.5,,14.5,Yes,Yes
0.0,,28.0,70.0,1015.2,,20.5,Yes,Yes
2.3,,57.0,42.0,1014.7,,15.3,No,Yes
6.4,,20.0,40.0,1022.3,,18.2,No,Yes
,,13.0,98.0,1016.55,,12.5,Yes,Yes
,,33.0,69.0,1014.6500000000001,,15.3,No,Yes
3.2,,26.0,92.0,1014.25,,15.6,No,Yes
,,31.0,83.0,1028.7,,16.1,No,Yes
,,46.0,89.0,1028.45,,17.1,Yes,Yes
,,17.0,96.0,1024.7,,17.5,Yes,Yes
,,24.0,61.0,1021.4000000000001,,23.4,Yes,Yes
,,19.0,83.0,1026.35,,16.1,No,Yes
,,19.0,79.0,1026.35,,15.0,No,Yes
,,50.0,53.0,1015.25,,24.0,No,Yes
,,31.0,95.0,1021.65,,13.6,Yes,Yes
,,48.0,55.0,1014.8499999999999,,23.7,No,Yes
,,28.0,83.0,1013.8,,17.9,No,Yes
3.8,,31.0,62.0,1021.35,,17.7,No,Yes
2.0,,37.0,49.0,1023.5,,17.1,Yes,Yes
,,30.0,66.0,1022.95,,18.1,Yes,Yes
7.2,,52.0,43.0,1015.5,,28.6,No,Yes
18.1,,20.0,95.0,1012.85,,19.0,No,Yes
2.0,,30.0,54.0,1013.45,,25.1,No,Yes
,,28.0,86.0,1010.85,,20.9,No,Yes
0.9,,24.0,98.0,1013.9,,18.4,Yes,Yes
0.9,,28.0,87.0,1015.3,,21.2,Yes,Yes
1.0,,43.0,93.0,1015.55,,20.0,Yes,Yes
1.4,,39.0,60.0,1015.4,,26.8,No,Yes
,,20.0,68.0,1011.5,,24.6,Yes,Yes
,,31.0,83.0,1011.05,,24.4,Yes,Yes
,,31.0,50.0,1014.0,,30.5,No,Yes
,,61.0,56.0,1004.5999999999999,,28.4,Yes,Yes
,,41.0,52.0,1011.05,,30.6,No,Yes
,,33.0,92.0,1013.7,,18.9,Yes,Yes
2.0,,24.0,59.0,1006.55,,24.6,No,Yes
4.2,,37.0,73.0,1013.35,,25.0,No,Yes
,,31.0,51.0,1012.55,,28.4,Yes,Yes
,,41.0,54.0,1013.9,,28.4,Yes,Yes
13.6,,43.0,61.0,1015.2,,26.8,Yes,Yes
4.2,,28.0,93.0,1013.3499999999999,,23.2,Yes,Yes
,,24.0,70.0,1008.55,,28.2,No,Yes
,,31.0,92.0,1016.05,,20.5,No,Yes
2.6,,54.0,54.0,1012.85,,29.7,No,Yes
15.6,,44.0,45.0,1012.15,,27.4,No,Yes
11.6,,41.0,46.0,1008.55,,31.8,No,Yes
3.1,,31.0,53.0,1015.8,,27.7,No,Yes
5.2,,39.0,60.0,1016.55,,26.6,No,Yes
3.0,,33.0,63.0,1018.2,,25.6,Yes,Yes
,,26.0,97.0,1013.7,,20.1,No,Yes
